Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,Wilcoxon Rank,Minimal Rank
Q06033, Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,UP,30.0,0.5,16.0,0.25396825396825395,340.5,340.5,434.5,340.5
Q13231, Chitotriosidase-1,CHIT1,DOWN,14.0,0.23333333333333334,16.0,0.25396825396825395,5823.5,5295.0,5231.5,5231.5
Q14525," Keratin, type I cuticular Ha3-II",KRT33B,UP,15.0,0.25,12.0,0.19047619047619047,4509.0,3998.5,3700.0,3700.0
Q6ZMU5, Tripartite motif-containing protein 72,TRIM72,UP,16.0,0.26666666666666666,5.0,0.07936507936507936,401.0,390.0,751.5,390.0
Q86VY4, Testis-specific Y-encoded-like protein 5,TSPYL5,UP,16.0,0.26666666666666666,6.0,0.09523809523809523,682.5,681.5,910.5,681.5
P07451, Carbonic anhydrase 3,CA3,UP,37.0,0.6166666666666667,31.0,0.49206349206349204,2879.5,2414.5,2631.5,2414.5
P09936, Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,UP,38.0,0.6333333333333333,28.0,0.4444444444444444,1297.0,1184.0,292.5,292.5
P10645, Chromogranin-A,CHGA,DOWN,12.0,0.2,13.0,0.20634920634920634,6220.0,6191.0,6102.0,6102.0
P22894, Neutrophil collagenase,MMP8,DOWN,22.0,0.36666666666666664,29.0,0.4603174603174603,3566.0,3152.0,1670.5,1670.5
P35251, Replication factor C subunit 1,RFC1,DOWN,6.0,0.1,10.0,0.15873015873015872,4061.5,3637.0,3505.5,3505.5
P35354, Prostaglandin G/H synthase 2,PTGS2,DOWN,1.0,0.016666666666666666,3.0,0.047619047619047616,4099.0,4328.0,4955.0,4099.0
Q5T0N5, Formin-binding protein 1-like,FNBP1L,UP,9.0,0.15,5.0,0.07936507936507936,3184.5,3049.5,3164.5,3049.5
Q5T6V5, Queuosine salvage protein,C9orf64,UP,32.0,0.5333333333333333,29.0,0.4603174603174603,4457.5,3858.5,1733.5,1733.5
Q86TD4, Sarcalumenin,SRL,UP,4.0,0.06666666666666667,4.0,0.06349206349206349,6263.0,6361.5,6257.0,6257.0
Q8TAV3, Cytochrome P450 2W1,CYP2W1,UP,11.0,0.18333333333333332,2.0,0.031746031746031744,418.0,446.0,1272.5,418.0
Q9Y2J8, Protein-arginine deiminase type-2,PADI2,UP,8.0,0.13333333333333333,7.0,0.1111111111111111,5592.5,5109.0,5312.0,5109.0
O43854, EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,UP,7.0,0.11666666666666667,0.0,0.0,353.5,407.5,2044.0,353.5
P15259, Phosphoglycerate mutase 2,PGAM2,UP,3.0,0.05,3.0,0.047619047619047616,6311.0,6390.0,6374.0,6311.0
P16422, Epithelial cell adhesion molecule,EPCAM,UP,20.0,0.3333333333333333,5.0,0.07936507936507936,72.0,74.0,257.0,72.0
P48788," Troponin I, fast skeletal muscle",TNNI2,UP,11.0,0.18333333333333332,8.0,0.12698412698412698,4353.5,3873.5,3825.0,3825.0
Q15124, Phosphoglucomutase-like protein 5,PGM5,UP,14.0,0.23333333333333334,10.0,0.15873015873015872,3573.5,3288.5,3268.0,3268.0
Q7Z3Z0," Keratin, type I cytoskeletal 25",KRT25,UP,42.0,0.7,29.0,0.4603174603174603,455.0,430.5,397.5,397.5
Q9UI08, Ena/VASP-like protein,EVL,DOWN,22.0,0.36666666666666664,25.0,0.3968253968253968,5721.5,4976.5,5215.5,4976.5
Q9Y2S2, Lambda-crystallin homolog,CRYL1,UP,38.0,0.6333333333333333,32.0,0.5079365079365079,2697.0,2356.5,1324.0,1324.0
Q9Y6Y0, Influenza virus NS1A-binding protein,IVNS1ABP,DOWN,4.0,0.06666666666666667,9.0,0.14285714285714285,2904.0,2722.0,3123.5,2722.0
O75717, WD repeat and HMG-box DNA-binding protein 1,WDHD1,DOWN,2.0,0.03333333333333333,9.0,0.14285714285714285,1247.5,1348.5,2245.5,1247.5
O95613, Pericentrin,PCNT,UP,16.0,0.26666666666666666,6.0,0.09523809523809523,682.5,681.5,1111.5,681.5
P05121, Plasminogen activator inhibitor 1,SERPINE1,DOWN,4.0,0.06666666666666667,14.0,0.2222222222222222,742.0,750.0,1111.5,742.0
P08590, Myosin light chain 3,MYL3,UP,6.0,0.1,2.0,0.031746031746031744,2376.0,2511.0,3401.5,2376.0
Q9NP98, Myozenin-1,MYOZ1,DOWN,3.0,0.05,7.0,0.1111111111111111,3129.0,3100.0,3653.5,3100.0
Q9NY47, Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,UP,2.0,0.03333333333333333,0.0,0.0,2559.0,3519.0,4716.5,2559.0
Q9P2M7, Cingulin,CGN,UP,22.0,0.36666666666666664,11.0,0.1746031746031746,808.5,780.5,517.0,517.0
O14958, Calsequestrin-2,CASQ2,UP,14.0,0.23333333333333334,11.0,0.1746031746031746,4464.5,3979.5,4347.5,3979.5
O94985, Calsyntenin-1,CLSTN1,UP,21.0,0.35,18.0,0.2857142857142857,4636.0,4053.0,3044.5,3044.5
P08648, Integrin alpha-5,ITGA5,UP,7.0,0.11666666666666667,3.0,0.047619047619047616,2712.0,2743.0,3211.5,2712.0
P13637, Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,UP,20.0,0.3333333333333333,11.0,0.1746031746031746,1475.0,1377.0,883.5,883.5
P49747, Cartilage oligomeric matrix protein,COMP,UP,18.0,0.3,4.0,0.06349206349206349,78.0,81.0,351.5,78.0
Q08495, Dematin,DMTN,UP,24.0,0.4,16.0,0.25396825396825395,1977.5,1786.5,1502.0,1502.0
Q12860, Contactin-1,CNTN1,UP,25.0,0.4166666666666667,18.0,0.2857142857142857,2408.5,2164.5,2098.5,2098.5
Q6ISB3, Grainyhead-like protein 2 homolog,GRHL2,UP,7.0,0.11666666666666667,4.0,0.06349206349206349,3612.5,3571.5,3844.0,3571.5
Q96MU7, YTH domain-containing protein 1,YTHDC1,UP,15.0,0.25,3.0,0.047619047619047616,143.0,156.0,634.5,143.0
Q96SB3, Neurabin-2,PPP1R9B,UP,12.0,0.2,8.0,0.12698412698412698,3472.5,3163.0,2969.5,2969.5
Q9H568, Actin-like protein 8,ACTL8,DOWN,5.0,0.08333333333333333,6.0,0.09523809523809523,5883.5,6072.5,5672.0,5672.0
Q9NYQ8, Protocadherin Fat 2,FAT2,UP,5.0,0.08333333333333333,4.0,0.06349206349206349,5441.0,5184.5,5353.5,5184.5
O76054, SEC14-like protein 2,SEC14L2,DOWN,5.0,0.08333333333333333,25.0,0.3968253968253968,18.0,15.0,70.0,15.0
P02585," Troponin C, skeletal muscle",TNNC2,UP,7.0,0.11666666666666667,7.0,0.1111111111111111,6186.5,6299.0,6230.5,6186.5
P07196, Neurofilament light polypeptide,NEFL,UP,9.0,0.15,4.0,0.06349206349206349,2324.0,2300.0,2789.0,2300.0
P10916," Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",MYL2,UP,8.0,0.13333333333333333,5.0,0.07936507936507936,4035.5,3662.5,3815.0,3662.5
P31415, Calsequestrin-1,CASQ1,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5932.5,5186.5
Q02224, Centromere-associated protein E,CENPE,UP,21.0,0.35,14.0,0.2222222222222222,2310.0,2102.0,1905.0,1905.0
Q6ZMP0, Thrombospondin type-1 domain-containing protein 4,THSD4,UP,5.0,0.08333333333333333,5.0,0.07936507936507936,6232.5,6340.5,6198.5,6198.5
Q86X51, EZH inhibitory protein,EZHIP,DOWN,3.0,0.05,6.0,0.09523809523809523,4148.0,3912.0,4376.0,3912.0
Q92619, Rho GTPase-activating protein 45,ARHGAP45,UP,8.0,0.13333333333333333,5.0,0.07936507936507936,4035.5,3662.5,3693.5,3662.5
Q96T23, Remodeling and spacing factor 1,RSF1,UP,9.0,0.15,4.0,0.06349206349206349,2324.0,2300.0,2595.5,2300.0
Q9NQW6, Anillin,ANLN,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
Q9UBY9, Heat shock protein beta-7,HSPB7,UP,9.0,0.15,2.0,0.031746031746031744,963.5,1053.5,1936.5,963.5
P08254, Stromelysin-1,MMP3,DOWN,17.0,0.2833333333333333,20.0,0.31746031746031744,5457.5,4875.5,5376.5,4875.5
P10915, Hyaluronan and proteoglycan link protein 1,HAPLN1,UP,8.0,0.13333333333333333,1.0,0.015873015873015872,652.5,760.5,1975.5,652.5
P13591, Neural cell adhesion molecule 1,NCAM1,UP,6.0,0.1,4.0,0.06349206349206349,4675.0,4439.0,4481.0,4439.0
P15502, Elastin,ELN,UP,7.0,0.11666666666666667,5.0,0.07936507936507936,4731.5,4478.0,4415.0,4415.0
P19237," Troponin I, slow skeletal muscle",TNNI1,UP,3.0,0.05,0.0,0.0,1857.0,2383.0,4026.0,1857.0
P22492, Histone H1t,H1-6,DOWN,10.0,0.16666666666666666,11.0,0.1746031746031746,6134.5,6168.5,6449.0,6134.5
P35858, Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,UP,12.0,0.2,8.0,0.12698412698412698,3472.5,3163.0,3123.5,3123.5
P40394, All-trans-retinol dehydrogenase [NAD(+)] ADH7,ADH7,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
P50461, Cysteine and glycine-rich protein 3,CSRP3,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3864.5,3153.0
P63316," Troponin C, slow skeletal and cardiac muscles",TNNC1,UP,2.0,0.03333333333333333,1.0,0.015873015873015872,4890.5,5330.5,5491.5,4890.5
P80217, Interferon-induced 35 kDa protein,IFI35,DOWN,29.0,0.48333333333333334,31.0,0.49206349206349204,6200.5,6061.0,4481.0,4481.0
Q07092, Collagen alpha-1(XVI) chain,COL16A1,DOWN,8.0,0.13333333333333333,11.0,0.1746031746031746,4857.0,4509.5,3779.5,3779.5
Q15080, Neutrophil cytosol factor 4,NCF4,DOWN,20.0,0.3333333333333333,22.0,0.3492063492063492,5974.0,5599.0,5053.0,5053.0
Q7Z3Y7," Keratin, type I cytoskeletal 28",KRT28,UP,10.0,0.16666666666666666,10.0,0.15873015873015872,6121.5,6158.0,6065.0,6065.0
Q86VM9, Zinc finger CCCH domain-containing protein 18,ZC3H18,UP,8.0,0.13333333333333333,0.0,0.0,219.5,236.5,1712.0,219.5
Q8WWI1, LIM domain only protein 7,LMO7,UP,4.0,0.06666666666666667,4.0,0.06349206349206349,6263.0,6361.5,6449.0,6263.0
Q96FZ2, Abasic site processing protein HMCES,HMCES,UP,11.0,0.18333333333333332,9.0,0.14285714285714285,4965.0,4612.0,4442.0,4442.0
Q99471, Prefoldin subunit 5,PFDN5,UP,26.0,0.43333333333333335,27.0,0.42857142857142855,6332.0,6176.0,6347.5,6176.0
Q9H4B7, Tubulin beta-1 chain,TUBB1,UP,16.0,0.26666666666666666,14.0,0.2222222222222222,5084.5,4602.5,4454.0,4454.0
Q9H7N4," Splicing factor, arginine/serine-rich 19",SCAF1,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
Q9NVX2, Notchless protein homolog 1,NLE1,UP,4.0,0.06666666666666667,1.0,0.015873015873015872,2646.5,2963.5,4058.5,2646.5
Q9Y6K1, DNA (cytosine-5)-methyltransferase 3A,DNMT3A,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3882.5,3153.0
P04745, Alpha-amylase 1; Alpha-amylase 2B; Pancreatic alpha-amylase,AMY1A;AMY2B,UP,13.0,0.21666666666666667,7.0,0.1111111111111111,2301.0,2145.0,2211.5,2145.0
P13805," Troponin T, slow skeletal muscle",TNNT1,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
P22413, Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,ENPP1,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6449.0,6449.0
P30613, Pyruvate kinase PKLR,PKLR,UP,16.0,0.26666666666666666,12.0,0.19047619047619047,3793.5,3316.5,3123.5,3123.5
P50135, Histamine N-methyltransferase,HNMT,UP,34.0,0.5666666666666667,23.0,0.36507936507936506,1085.5,981.5,623.5,623.5
P57764, Gasdermin-D,GSDMD,UP,15.0,0.25,5.0,0.07936507936507936,589.0,592.0,840.5,589.0
Q03169, Tumor necrosis factor alpha-induced protein 2,TNFAIP2,UP,14.0,0.23333333333333334,10.0,0.15873015873015872,3573.5,3288.5,2969.5,2969.5
Q6GMV3, Putative peptidyl-tRNA hydrolase PTRHD1,PTRHD1,UP,31.0,0.5166666666666667,28.0,0.4444444444444444,4504.0,3868.0,3172.5,3172.5
Q6KC79, Nipped-B-like protein,NIPBL,UP,23.0,0.38333333333333336,15.0,0.23809523809523808,1918.0,1771.0,1670.5,1670.5
Q70J99, Protein unc-13 homolog D,UNC13D,UP,20.0,0.3333333333333333,13.0,0.20634920634920634,2294.5,2089.5,2464.0,2089.5
Q86UU1, Pleckstrin homology-like domain family B member 1,PHLDB1,UP,16.0,0.26666666666666666,8.0,0.12698412698412698,1578.0,1485.0,1575.5,1485.0
Q86WA6, Valacyclovir hydrolase,BPHL,DOWN,14.0,0.23333333333333334,15.0,0.23809523809523808,6288.5,6227.5,5339.0,5339.0
Q8N6Q3, CD177 antigen,CD177,UP,4.0,0.06666666666666667,4.0,0.06349206349206349,6263.0,6361.5,6449.0,6263.0
Q8NFC6, Biorientation of chromosomes in cell division protein 1-like 1,BOD1L1,UP,18.0,0.3,8.0,0.12698412698412698,858.0,855.0,899.0,855.0
Q96S55, ATPase WRNIP1,WRNIP1,UP,4.0,0.06666666666666667,1.0,0.015873015873015872,2646.5,2963.5,3942.5,2646.5
Q96ST2, Protein IWS1 homolog,IWS1,UP,2.0,0.03333333333333333,0.0,0.0,2559.0,3519.0,4716.5,2559.0
Q9H501, ESF1 homolog,ESF1,UP,4.0,0.06666666666666667,1.0,0.015873015873015872,2646.5,2963.5,3942.5,2646.5
Q9H987, Synaptopodin 2-like protein,SYNPO2L,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6527.5,6471.0
Q9NUQ6, SPATS2-like protein,SPATS2L,DOWN,4.0,0.06666666666666667,11.0,0.1746031746031746,1764.5,1748.5,2165.5,1748.5
Q9NW64, Pre-mRNA-splicing factor RBM22,RBM22,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3825.0,3153.0
Q9NY15, Stabilin-1,STAB1,DOWN,3.0,0.05,6.0,0.09523809523809523,4148.0,3912.0,4211.5,3912.0
Q9UL18, Protein argonaute-1,AGO1,UP,10.0,0.16666666666666666,1.0,0.015873015873015872,293.5,300.5,1339.0,293.5
O00425, Insulin-like growth factor 2 mRNA-binding protein 3,IGF2BP3,UP,27.0,0.45,7.0,0.1111111111111111,12.0,12.0,53.0,12.0
O15078, Centrosomal protein of 290 kDa,CEP290,UP,16.0,0.26666666666666666,9.0,0.14285714285714285,2106.5,1936.5,1898.5,1898.5
O43903, Growth arrest-specific protein 2,GAS2,UP,4.0,0.06666666666666667,1.0,0.015873015873015872,2646.5,2963.5,3990.0,2646.5
O94788, Retinal dehydrogenase 2,ALDH1A2,UP,12.0,0.2,9.0,0.14285714285714285,4408.0,3943.5,3505.5,3505.5
P20592, Interferon-induced GTP-binding protein Mx2,MX2,DOWN,2.0,0.03333333333333333,3.0,0.047619047619047616,5495.5,5963.0,5912.5,5495.5
P32942, Intercellular adhesion molecule 3,ICAM3,UP,20.0,0.3333333333333333,10.0,0.15873015873015872,1022.0,1015.0,1142.0,1015.0
P35625, Metalloproteinase inhibitor 3,TIMP3,DOWN,5.0,0.08333333333333333,8.0,0.12698412698412698,4529.5,4193.5,4365.5,4193.5
P49454, Centromere protein F,CENPF,DOWN,11.0,0.18333333333333332,12.0,0.19047619047619047,6174.5,6180.5,6331.5,6174.5
P55107, Growth/differentiation factor 10,GDF10,DOWN,2.0,0.03333333333333333,4.0,0.06349206349206349,4585.0,4681.0,5064.5,4585.0
Q12884, Prolyl endopeptidase FAP,FAP,UP,19.0,0.31666666666666665,11.0,0.1746031746031746,1752.0,1633.0,1196.0,1196.0
Q13232, Nucleoside diphosphate kinase 3,NME3,UP,15.0,0.25,8.0,0.12698412698412698,1912.0,1839.0,1595.0,1595.0
Q13643, Four and a half LIM domains protein 3,FHL3,UP,13.0,0.21666666666666667,8.0,0.12698412698412698,2996.5,2708.5,2595.5,2595.5
Q460N5, Protein mono-ADP-ribosyltransferase PARP14,PARP14,DOWN,8.0,0.13333333333333333,12.0,0.19047619047619047,4388.5,3888.5,3802.0,3802.0
Q5SRE7, Phytanoyl-CoA dioxygenase domain-containing protein 1,PHYHD1,UP,34.0,0.5666666666666667,17.0,0.2698412698412698,90.5,90.5,351.5,90.5
Q5T0B9, Zinc finger protein 362,ZNF362,UP,7.0,0.11666666666666667,1.0,0.015873015873015872,1003.0,1146.0,2388.5,1003.0
Q702N8, Xin actin-binding repeat-containing protein 1,XIRP1,UP,20.0,0.3333333333333333,17.0,0.2698412698412698,4624.0,4063.0,2737.5,2737.5
Q7Z7K6, Centromere protein V,CENPV,UP,5.0,0.08333333333333333,0.0,0.0,903.0,1122.0,2912.5,903.0
Q8NB12, Histone-lysine N-methyltransferase SMYD1,SMYD1,UP,2.0,0.03333333333333333,2.0,0.031746031746031744,6369.0,6437.0,6400.0,6369.0
Q8WWM9, Cytoglobin,CYGB,UP,25.0,0.4166666666666667,14.0,0.2222222222222222,935.5,871.5,582.0,582.0
Q96QD9, UAP56-interacting factor,FYTTD1,DOWN,4.0,0.06666666666666667,6.0,0.09523809523809523,5043.0,4834.0,4873.0,4834.0
Q96QZ7," Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",MAGI1,UP,4.0,0.06666666666666667,2.0,0.031746031746031744,4306.5,4227.5,4624.5,4227.5
Q9BXF6, Rab11 family-interacting protein 5,RAB11FIP5,UP,1.0,0.016666666666666666,1.0,0.015873015873015872,6471.0,6515.0,6527.5,6471.0
Q9GZY0, Nuclear RNA export factor 2,NXF2,UP,17.0,0.2833333333333333,10.0,0.15873015873015872,2151.5,1993.5,1406.0,1406.0
Q9NPC6, Myozenin-2,MYOZ2,DOWN,5.0,0.08333333333333333,7.0,0.1111111111111111,5248.0,4889.0,5195.0,4889.0
Q9NYL2, Mitogen-activated protein kinase kinase kinase 20,MAP3K20,UP,4.0,0.06666666666666667,0.0,0.0,1331.0,1679.0,3401.5,1331.0
O43451," Maltase-glucoamylase, intestinal",MGAM,UP,7.0,0.11666666666666667,5.0,0.07936507936507936,4731.5,4478.0,4454.0,4454.0
O60524, Nuclear export mediator factor NEMF,NEMF,UP,3.0,0.05,0.0,0.0,1857.0,2383.0,4026.0,1857.0
O75935, Dynactin subunit 3,DCTN3,UP,26.0,0.43333333333333335,14.0,0.2222222222222222,661.5,633.5,416.0,416.0
O95983, Methyl-CpG-binding domain protein 3,MBD3,UP,6.0,0.1,1.0,0.015873015873015872,1491.5,1612.5,2875.5,1491.5
P01880, Immunoglobulin heavy constant delta,IGHD,UP,17.0,0.2833333333333333,14.0,0.2222222222222222,4552.5,4045.0,2936.5,2936.5
P07197, Neurofilament medium polypeptide,NEFM,UP,3.0,0.05,0.0,0.0,1857.0,2383.0,4026.0,1857.0
P09105, Hemoglobin subunit theta-1,HBQ1,UP,14.0,0.23333333333333334,13.0,0.20634920634920634,5688.0,5011.0,5053.0,5011.0
P13727, Bone marrow proteoglycan,PRG2,DOWN,8.0,0.13333333333333333,21.0,0.3333333333333333,528.5,531.0,535.0,528.5
P16112, Aggrecan core protein,ACAN,DOWN,1.0,0.016666666666666666,2.0,0.031746031746031744,5186.5,5892.5,5980.5,5186.5
P26022, Pentraxin-related protein PTX3,PTX3,DOWN,7.0,0.11666666666666667,8.0,0.12698412698412698,5988.0,6116.0,5672.0,5672.0
P28289, Tropomodulin-1,TMOD1,UP,13.0,0.21666666666666667,7.0,0.1111111111111111,2301.0,2145.0,2117.0,2117.0
P30511," HLA class I histocompatibility antigen, alpha chain F",HLA-F,UP,9.0,0.15,6.0,0.09523809523809523,4246.0,3688.0,3794.0,3688.0
P31941, DNA dC->dU-editing enzyme APOBEC-3A; DNA dC->dU-editing enzyme APOBEC-3B,APOBEC3A;APOBEC3B,DOWN,4.0,0.06666666666666667,17.0,0.2698412698412698,228.5,222.5,593.5,222.5
P35612, Beta-adducin,ADD2,UP,18.0,0.3,13.0,0.20634920634920634,3243.5,2908.5,2399.0,2399.0
P40938, Replication factor C subunit 3,RFC3,DOWN,2.0,0.03333333333333333,4.0,0.06349206349206349,4585.0,4681.0,5019.0,4585.0
P41221, Protein Wnt-5a,WNT5A,DOWN,4.0,0.06666666666666667,6.0,0.09523809523809523,5043.0,4834.0,5174.5,4834.0
P46952," 3-hydroxyanthranilate 3,4-dioxygenase",HAAO,UP,10.0,0.16666666666666666,2.0,0.031746031746031744,629.5,691.5,1601.0,629.5
P49247, Ribose-5-phosphate isomerase,RPIA,DOWN,24.0,0.4,28.0,0.4444444444444444,5304.0,4718.0,4624.5,4624.5
P50993, Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,DOWN,12.0,0.2,16.0,0.25396825396825395,4715.0,4176.5,4442.0,4176.5
Q03591, Complement factor H-related protein 1,CFHR1,DOWN,35.0,0.5833333333333334,42.0,0.6666666666666666,4222.0,3393.0,3216.5,3216.5
Q12774, Rho guanine nucleotide exchange factor 5; DH domain-containing protein,ARHGEF5;ENSG00000285408,UP,22.0,0.36666666666666664,13.0,0.20634920634920634,1560.0,1440.0,1003.5,1003.5
Q14161, ARF GTPase-activating protein GIT2,GIT2,UP,5.0,0.08333333333333333,1.0,0.015873015873015872,1942.5,2222.5,3344.0,1942.5
Q14353, Guanidinoacetate N-methyltransferase,GAMT,UP,24.0,0.4,15.0,0.23809523809523808,1613.5,1479.5,1200.0,1200.0
Q14532," Keratin, type I cuticular Ha2",KRT32,UP,11.0,0.18333333333333332,5.0,0.07936507936507936,2017.5,2006.5,2298.0,2006.5
Q15054, DNA polymerase delta subunit 3,POLD3,UP,2.0,0.03333333333333333,0.0,0.0,2559.0,3519.0,4716.5,2559.0
Q53HC9, EARP and GARP complex-interacting protein 1,EIPR1,UP,9.0,0.15,1.0,0.015873015873015872,430.5,469.5,1655.0,430.5
Q5M775, Cytospin-B,SPECC1,UP,10.0,0.16666666666666666,8.0,0.12698412698412698,4933.5,4586.5,4326.0,4326.0
Q5T750, Skin-specific protein 32,XP32,UP,53.0,0.8833333333333333,49.0,0.7777777777777778,2336.5,2239.5,1213.5,1213.5
Q6NZY4, Zinc finger CCHC domain-containing protein 8,ZCCHC8,UP,5.0,0.08333333333333333,0.0,0.0,903.0,1122.0,2912.5,903.0
Q6PCE3," Glucose 1,6-bisphosphate synthase",PGM2L1,UP,6.0,0.1,3.0,0.047619047619047616,3418.0,3421.0,3774.0,3418.0
Q6X4U4, Sclerostin domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=,SOSTDC1,UP,25.0,0.4166666666666667,15.0,0.23809523809523808,1288.5,1179.5,1120.0,1120.0
Q70UQ0, Inhibitor of nuclear factor kappa-B kinase-interacting protein,IKBIP,UP,8.0,0.13333333333333333,7.0,0.1111111111111111,5592.5,5109.0,5115.0,5109.0
Q7RTP6, MICAL3,MICAL3,UP,13.0,0.21666666666666667,8.0,0.12698412698412698,2996.5,2708.5,3057.5,2708.5
Q8IVN8, Somatomedin-B and thrombospondin type-1 domain-containing protein,SBSPON,UP,13.0,0.21666666666666667,9.0,0.14285714285714285,3507.5,3256.5,3164.5,3164.5
Q8NI60," Atypical kinase COQ8A, mitochondrial",COQ8A,UP,1.0,0.016666666666666666,0.0,0.0,3697.5,5465.5,5580.5,3697.5
Q8TDC0, Myozenin-3,MYOZ3,UP,5.0,0.08333333333333333,1.0,0.015873015873015872,1942.5,2222.5,3305.5,1942.5
Q8WUW1, Protein BRICK1,BRK1,DOWN,20.0,0.3333333333333333,22.0,0.3492063492063492,5974.0,5599.0,4381.5,4381.5
Q8WVM7, Cohesin subunit SA-1,STAG1,UP,5.0,0.08333333333333333,4.0,0.06349206349206349,5441.0,5184.5,5223.5,5184.5
Q92609, TBC1 domain family member 5,TBC1D5,UP,12.0,0.2,6.0,0.09523809523809523,2202.0,2072.0,2064.0,2064.0
Q96P48," Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3825.0,3153.0
Q96S19, Methyltransferase-like 26,METTL26,UP,22.0,0.36666666666666664,9.0,0.14285714285714285,317.5,324.5,406.0,317.5
Q99542, Matrix metalloproteinase-19,MMP19,DOWN,0.0,0.0,1.0,0.015873015873015872,3923.5,5725.0,5776.0,3923.5
Q9BY67, Cell adhesion molecule 1,CADM1,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3882.5,3153.0
Q9H008, Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP,UP,45.0,0.75,32.0,0.5079365079365079,384.5,373.5,202.0,202.0
Q9NNW7," Thioredoxin reductase 2, mitochondrial",TXNRD2,UP,4.0,0.06666666666666667,2.0,0.031746031746031744,4306.5,4227.5,4503.5,4227.5
Q9P2K5, Myelin expression factor 2,MYEF2,UP,2.0,0.03333333333333333,2.0,0.031746031746031744,6369.0,6437.0,6347.5,6347.5
Q9UBW5, Bridging integrator 2,BIN2,UP,18.0,0.3,17.0,0.2698412698412698,5608.0,4947.0,5295.0,4947.0
Q9UPN9, E3 ubiquitin-protein ligase TRIM33,TRIM33,UP,19.0,0.31666666666666665,15.0,0.23809523809523808,4024.0,3362.0,3022.0,3022.0
O15273, Telethonin,TCAP,DOWN,0.0,0.0,3.0,0.047619047619047616,2063.0,2638.0,4153.0,2063.0
P01909," HLA class II histocompatibility antigen, DQ alpha 1 chain",HLA-DQA1,UP,8.0,0.13333333333333333,3.0,0.047619047619047616,2171.5,2124.5,2684.5,2124.5
P06493, Cyclin-dependent kinase 1,CDK1,UP,15.0,0.25,6.0,0.09523809523809523,985.0,1010.0,1262.5,985.0
P10636, Microtubule-associated protein tau,MAPT,UP,8.0,0.13333333333333333,5.0,0.07936507936507936,4035.5,3662.5,3942.5,3662.5
P15848, Arylsulfatase B,ARSB,UP,22.0,0.36666666666666664,19.0,0.30158730158730157,4650.0,4027.5,2695.0,2695.0
P16298, Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,PPP3CB,UP,17.0,0.2833333333333333,7.0,0.1111111111111111,800.5,788.5,849.5,788.5
P49757, Protein numb homolog,NUMB,DOWN,7.0,0.11666666666666667,15.0,0.23809523809523808,1904.5,1806.0,1846.5,1806.0
P49863, Granzyme K,GZMK,UP,8.0,0.13333333333333333,2.0,0.031746031746031744,1417.5,1466.5,2376.0,1417.5
P52735, Guanine nucleotide exchange factor VAV2,VAV2,UP,7.0,0.11666666666666667,3.0,0.047619047619047616,2712.0,2743.0,3251.0,2712.0
P54108, Cysteine-rich secretory protein 3,CRISP3,UP,23.0,0.38333333333333336,20.0,0.31746031746031744,4640.5,4015.5,3275.0,3275.0
Q01432, AMP deaminase 3,AMPD3,DOWN,6.0,0.1,7.0,0.1111111111111111,5942.5,6101.5,6214.5,5942.5
Q0Z7S8, Fatty acid-binding protein 9,FABP9,UP,4.0,0.06666666666666667,2.0,0.031746031746031744,4306.5,4227.5,4556.5,4227.5
Q13572, Inositol-tetrakisphosphate 1-kinase,ITPK1,UP,26.0,0.43333333333333335,4.0,0.06349206349206349,3.0,3.0,40.0,3.0
